,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,CRS_DEP_TIME,DEP_TIME,TAXI_OUT,TAXI_IN,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DEP_DELAY
0,9.0,28.0,3.0,0,1055.0,1047.0,9.0,7.0,79.0,68.0,-8.0
1,4.0,14.0,4.0,1,705.0,700.0,13.0,7.0,65.0,62.0,-5.0
2,6.0,6.0,1.0,2,1931.0,1927.0,17.0,5.0,59.0,57.0,-4.0
4,5.0,6.0,5.0,1,730.0,724.0,11.0,11.0,175.0,177.0,-6.0
5,2.0,12.0,5.0,3,605.0,600.0,18.0,5.0,154.0,152.0,-5.0
7,9.0,2.0,5.0,2,1526.0,1522.0,16.0,6.0,74.0,65.0,-4.0
8,2.0,8.0,1.0,4,645.0,651.0,16.0,11.0,172.0,136.0,6.0
10,2.0,16.0,2.0,6,1246.0,1237.0,14.0,12.0,122.0,114.0,-9.0
11,1.0,3.0,7.0,2,1130.0,1134.0,17.0,9.0,195.0,176.0,4.0
12,4.0,11.0,1.0,2,1956.0,1951.0,14.0,3.0,138.0,126.0,-5.0
13,9.0,4.0,7.0,1,1535.0,1531.0,10.0,6.0,130.0,118.0,-4.0
14,6.0,1.0,3.0,1,1905.0,1913.0,7.0,3.0,145.0,140.0,8.0
16,4.0,1.0,5.0,2,840.0,900.0,13.0,6.0,70.0,56.0,20.0
18,4.0,13.0,3.0,0,2030.0,2019.0,25.0,5.0,112.0,102.0,-11.0
19,1.0,23.0,6.0,7,1200.0,1206.0,10.0,11.0,270.0,259.0,6.0
20,7.0,27.0,3.0,6,1050.0,1049.0,17.0,8.0,95.0,86.0,-1.0
21,3.0,2.0,3.0,0,645.0,637.0,18.0,12.0,73.0,89.0,-8.0
22,10.0,7.0,5.0,2,1510.0,1510.0,14.0,14.0,184.0,184.0,0.0
23,8.0,11.0,4.0,6,720.0,713.0,26.0,5.0,82.0,88.0,-7.0
24,9.0,13.0,2.0,1,1340.0,1336.0,8.0,5.0,80.0,79.0,-4.0
25,1.0,27.0,3.0,2,1420.0,1412.0,29.0,5.0,215.0,208.0,-8.0
26,12.0,16.0,5.0,2,1725.0,1720.0,16.0,12.0,97.0,78.0,-5.0
28,4.0,9.0,6.0,1,835.0,834.0,8.0,5.0,70.0,64.0,-1.0
29,7.0,16.0,6.0,7,1025.0,1021.0,11.0,3.0,117.0,111.0,-4.0
30,1.0,14.0,4.0,1,715.0,709.0,10.0,4.0,80.0,76.0,-6.0
31,3.0,13.0,7.0,7,1455.0,1501.0,10.0,5.0,258.0,251.0,6.0
32,3.0,17.0,4.0,2,2100.0,2057.0,12.0,11.0,95.0,82.0,-3.0
33,2.0,29.0,1.0,5,1722.0,1718.0,10.0,7.0,107.0,102.0,-4.0
34,1.0,16.0,6.0,1,1825.0,1840.0,13.0,5.0,155.0,129.0,15.0
35,5.0,4.0,3.0,2,620.0,615.0,15.0,8.0,103.0,102.0,-5.0
37,9.0,11.0,7.0,6,720.0,709.0,13.0,6.0,95.0,78.0,-11.0
38,5.0,13.0,5.0,1,1740.0,1752.0,9.0,3.0,65.0,59.0,12.0
39,10.0,12.0,3.0,7,2235.0,2256.0,30.0,4.0,291.0,271.0,21.0
40,3.0,15.0,2.0,0,2138.0,2128.0,9.0,10.0,81.0,72.0,-10.0
41,4.0,7.0,4.0,2,1940.0,1949.0,14.0,6.0,158.0,145.0,9.0
42,6.0,23.0,4.0,7,855.0,849.0,24.0,6.0,162.0,157.0,-6.0
43,4.0,3.0,7.0,7,710.0,706.0,18.0,9.0,165.0,173.0,-4.0
44,4.0,13.0,3.0,2,1725.0,1720.0,14.0,4.0,122.0,110.0,-5.0
45,2.0,28.0,7.0,2,1636.0,1630.0,12.0,10.0,120.0,101.0,-6.0
46,6.0,24.0,5.0,0,810.0,807.0,16.0,4.0,109.0,107.0,-3.0
47,3.0,21.0,1.0,8,1330.0,1332.0,20.0,10.0,137.0,140.0,2.0
48,7.0,14.0,4.0,8,806.0,801.0,20.0,8.0,62.0,69.0,-5.0
49,10.0,15.0,6.0,1,1445.0,1444.0,8.0,10.0,110.0,96.0,-1.0
50,10.0,22.0,6.0,2,1635.0,1631.0,16.0,8.0,100.0,91.0,-4.0
51,9.0,19.0,1.0,7,900.0,855.0,23.0,10.0,98.0,118.0,-5.0
52,1.0,12.0,2.0,6,1935.0,1933.0,18.0,2.0,68.0,54.0,-2.0
53,1.0,2.0,6.0,0,1805.0,1800.0,22.0,5.0,87.0,99.0,-5.0
54,11.0,7.0,1.0,1,945.0,952.0,9.0,3.0,245.0,245.0,7.0
56,6.0,17.0,5.0,4,2045.0,2045.0,12.0,10.0,275.0,268.0,0.0
58,6.0,5.0,7.0,8,1002.0,1001.0,31.0,4.0,78.0,83.0,-1.0
59,10.0,29.0,6.0,2,1051.0,1047.0,20.0,4.0,74.0,73.0,-4.0
62,10.0,26.0,3.0,1,1130.0,1126.0,16.0,7.0,255.0,239.0,-4.0
63,3.0,9.0,3.0,8,1950.0,1958.0,11.0,3.0,53.0,51.0,8.0
64,11.0,3.0,4.0,1,1755.0,1808.0,11.0,6.0,180.0,169.0,13.0
65,2.0,20.0,6.0,4,1210.0,1204.0,10.0,7.0,190.0,176.0,-6.0
66,8.0,28.0,7.0,1,740.0,735.0,8.0,4.0,95.0,81.0,-5.0
67,3.0,27.0,7.0,6,611.0,610.0,16.0,9.0,236.0,221.0,-1.0
69,9.0,19.0,1.0,1,2210.0,2217.0,7.0,4.0,70.0,54.0,7.0
70,10.0,12.0,3.0,1,925.0,924.0,11.0,6.0,235.0,241.0,-1.0
71,9.0,20.0,2.0,1,1845.0,1842.0,8.0,6.0,60.0,60.0,-3.0
72,4.0,5.0,2.0,3,1250.0,1249.0,17.0,4.0,165.0,174.0,-1.0
74,12.0,20.0,2.0,2,1305.0,1312.0,9.0,6.0,95.0,88.0,7.0
75,8.0,6.0,6.0,0,2131.0,2129.0,11.0,3.0,115.0,94.0,-2.0
76,6.0,23.0,4.0,10,659.0,657.0,15.0,14.0,39.0,50.0,-2.0
78,12.0,20.0,2.0,6,1048.0,1108.0,31.0,16.0,277.0,279.0,20.0
79,8.0,22.0,1.0,0,1054.0,1048.0,17.0,6.0,64.0,54.0,-6.0
81,4.0,10.0,7.0,8,1600.0,1555.0,14.0,8.0,94.0,90.0,-5.0
82,12.0,15.0,4.0,7,725.0,721.0,20.0,10.0,200.0,200.0,-4.0
83,4.0,18.0,1.0,3,1026.0,1018.0,9.0,9.0,77.0,70.0,-8.0
85,2.0,23.0,2.0,3,800.0,755.0,21.0,6.0,106.0,105.0,-5.0
87,5.0,26.0,4.0,8,1017.0,1022.0,17.0,6.0,113.0,109.0,5.0
88,10.0,20.0,4.0,1,1210.0,1205.0,10.0,6.0,155.0,139.0,-5.0
90,7.0,3.0,7.0,2,1806.0,1802.0,25.0,5.0,98.0,88.0,-4.0
91,10.0,30.0,7.0,1,955.0,956.0,8.0,11.0,130.0,118.0,1.0
92,3.0,24.0,4.0,2,1745.0,1745.0,12.0,5.0,70.0,57.0,0.0
93,5.0,16.0,1.0,7,2215.0,2213.0,15.0,3.0,189.0,187.0,-2.0
96,9.0,19.0,1.0,8,1510.0,1503.0,18.0,2.0,120.0,115.0,-7.0
97,11.0,27.0,7.0,1,905.0,911.0,9.0,4.0,125.0,128.0,6.0
98,3.0,29.0,2.0,1,805.0,758.0,17.0,3.0,95.0,95.0,-7.0
99,12.0,29.0,4.0,1,1830.0,1836.0,11.0,10.0,260.0,257.0,6.0
100,12.0,21.0,3.0,7,1055.0,1052.0,20.0,12.0,131.0,131.0,-3.0
101,4.0,19.0,2.0,1,1335.0,1342.0,6.0,5.0,60.0,55.0,7.0
103,4.0,18.0,1.0,1,2100.0,2101.0,9.0,4.0,70.0,63.0,1.0
104,2.0,22.0,1.0,0,600.0,553.0,18.0,6.0,104.0,97.0,-7.0
105,5.0,30.0,1.0,8,1530.0,1524.0,10.0,5.0,115.0,99.0,-6.0
106,4.0,24.0,7.0,2,1720.0,1717.0,9.0,3.0,107.0,86.0,-3.0
107,1.0,22.0,5.0,7,1000.0,955.0,21.0,6.0,81.0,71.0,-5.0
108,9.0,9.0,5.0,8,1830.0,1822.0,14.0,3.0,106.0,102.0,-8.0
109,8.0,9.0,2.0,1,1455.0,1501.0,13.0,5.0,65.0,62.0,6.0
110,9.0,25.0,7.0,2,1512.0,1509.0,9.0,5.0,57.0,40.0,-3.0
111,5.0,29.0,7.0,1,700.0,655.0,10.0,9.0,240.0,231.0,-5.0
112,3.0,11.0,5.0,1,2055.0,2104.0,14.0,11.0,90.0,94.0,9.0
113,8.0,31.0,3.0,2,520.0,518.0,15.0,7.0,145.0,137.0,-2.0
114,2.0,24.0,3.0,4,1925.0,1923.0,20.0,6.0,260.0,247.0,-2.0
115,12.0,21.0,3.0,2,1300.0,1259.0,23.0,4.0,194.0,179.0,-1.0
117,11.0,5.0,6.0,8,850.0,844.0,26.0,6.0,143.0,127.0,-6.0
118,6.0,18.0,6.0,8,810.0,804.0,11.0,9.0,119.0,106.0,-6.0
121,9.0,17.0,6.0,1,2010.0,2014.0,10.0,5.0,110.0,97.0,4.0
122,8.0,31.0,3.0,1,2050.0,2113.0,13.0,4.0,75.0,75.0,23.0
123,2.0,22.0,1.0,0,1345.0,1335.0,22.0,6.0,85.0,82.0,-10.0
125,2.0,17.0,3.0,3,1355.0,1347.0,14.0,3.0,126.0,115.0,-8.0
127,10.0,5.0,3.0,2,1340.0,1339.0,15.0,4.0,65.0,56.0,-1.0
128,7.0,10.0,7.0,0,831.0,828.0,14.0,6.0,107.0,90.0,-3.0
129,6.0,18.0,6.0,8,1244.0,1241.0,10.0,7.0,56.0,52.0,-3.0
130,1.0,27.0,3.0,1,2005.0,2000.0,8.0,6.0,80.0,75.0,-5.0
131,1.0,29.0,5.0,1,555.0,556.0,14.0,5.0,170.0,160.0,1.0
133,12.0,10.0,6.0,11,1717.0,1711.0,8.0,5.0,50.0,46.0,-6.0
135,7.0,8.0,5.0,5,1712.0,1705.0,10.0,12.0,202.0,194.0,-7.0
137,6.0,2.0,4.0,1,1130.0,1126.0,14.0,6.0,75.0,76.0,-4.0
139,2.0,26.0,5.0,6,1300.0,1255.0,19.0,13.0,149.0,150.0,-5.0
140,6.0,26.0,7.0,1,1920.0,1920.0,13.0,7.0,90.0,92.0,0.0
141,3.0,10.0,4.0,2,1400.0,1355.0,12.0,3.0,208.0,184.0,-5.0
142,8.0,12.0,5.0,4,1015.0,1025.0,29.0,5.0,227.0,241.0,10.0
143,4.0,10.0,7.0,1,1415.0,1421.0,10.0,4.0,130.0,120.0,6.0
144,7.0,17.0,7.0,8,1055.0,1052.0,31.0,4.0,109.0,117.0,-3.0
146,5.0,9.0,1.0,1,810.0,806.0,7.0,5.0,60.0,55.0,-4.0
147,1.0,30.0,6.0,7,700.0,654.0,12.0,6.0,157.0,127.0,-6.0
148,5.0,8.0,7.0,2,900.0,856.0,15.0,6.0,124.0,113.0,-4.0
149,8.0,16.0,2.0,3,2359.0,10.0,17.0,5.0,277.0,271.0,11.0
151,3.0,29.0,2.0,7,1435.0,1424.0,17.0,10.0,152.0,131.0,-11.0
152,11.0,14.0,1.0,1,2200.0,2205.0,15.0,3.0,50.0,54.0,5.0
155,11.0,13.0,7.0,8,1520.0,1515.0,25.0,2.0,61.0,56.0,-5.0
156,2.0,19.0,5.0,10,1133.0,1130.0,5.0,7.0,38.0,35.0,-3.0
157,10.0,20.0,4.0,2,1954.0,1952.0,16.0,4.0,62.0,54.0,-2.0
158,3.0,6.0,7.0,6,1453.0,1446.0,23.0,5.0,115.0,104.0,-7.0
160,9.0,26.0,1.0,2,1650.0,1648.0,11.0,4.0,81.0,71.0,-2.0
161,1.0,28.0,4.0,2,1443.0,1442.0,12.0,5.0,127.0,98.0,-1.0
162,6.0,1.0,3.0,11,1745.0,1737.0,15.0,15.0,60.0,73.0,-8.0
163,3.0,28.0,1.0,2,830.0,824.0,11.0,4.0,215.0,195.0,-6.0
164,2.0,16.0,2.0,1,830.0,828.0,8.0,7.0,175.0,172.0,-2.0
165,1.0,8.0,5.0,0,1526.0,1523.0,18.0,2.0,163.0,162.0,-3.0
166,10.0,26.0,3.0,3,1758.0,1752.0,16.0,4.0,105.0,83.0,-6.0
167,2.0,29.0,1.0,11,940.0,925.0,12.0,8.0,148.0,147.0,-15.0
168,7.0,16.0,6.0,6,1353.0,1408.0,20.0,5.0,141.0,123.0,15.0
169,2.0,3.0,3.0,7,740.0,733.0,19.0,6.0,69.0,64.0,-7.0
170,4.0,12.0,2.0,1,600.0,558.0,10.0,6.0,175.0,163.0,-2.0
171,10.0,3.0,1.0,3,2030.0,2028.0,13.0,5.0,160.0,144.0,-2.0
172,7.0,22.0,5.0,11,830.0,816.0,9.0,4.0,65.0,69.0,-14.0
173,11.0,12.0,6.0,8,1615.0,1605.0,9.0,5.0,79.0,75.0,-10.0
174,10.0,21.0,5.0,2,910.0,905.0,16.0,5.0,74.0,67.0,-5.0
177,2.0,14.0,7.0,8,1116.0,1113.0,25.0,3.0,128.0,145.0,-3.0
179,8.0,31.0,3.0,6,1555.0,1559.0,17.0,15.0,187.0,183.0,4.0
180,8.0,19.0,5.0,1,1055.0,1058.0,6.0,5.0,125.0,110.0,3.0
181,8.0,16.0,2.0,0,600.0,554.0,19.0,10.0,120.0,115.0,-6.0
183,8.0,20.0,6.0,8,1800.0,1814.0,12.0,8.0,61.0,45.0,14.0
184,1.0,4.0,1.0,0,604.0,601.0,18.0,13.0,106.0,101.0,-3.0
185,4.0,11.0,1.0,8,945.0,940.0,14.0,3.0,105.0,99.0,-5.0
186,5.0,5.0,4.0,0,720.0,710.0,15.0,16.0,105.0,116.0,-10.0
187,10.0,3.0,1.0,1,1950.0,1944.0,24.0,8.0,90.0,90.0,-6.0
188,4.0,1.0,5.0,8,600.0,551.0,13.0,3.0,96.0,91.0,-9.0
189,5.0,14.0,6.0,7,1450.0,1513.0,11.0,2.0,165.0,158.0,23.0
190,7.0,28.0,4.0,1,2130.0,2149.0,11.0,13.0,65.0,65.0,19.0
191,1.0,7.0,4.0,1,945.0,949.0,10.0,4.0,95.0,90.0,4.0
192,8.0,24.0,3.0,7,706.0,702.0,16.0,9.0,118.0,117.0,-4.0
193,4.0,19.0,2.0,1,2000.0,2000.0,14.0,3.0,65.0,65.0,0.0
194,10.0,24.0,1.0,0,1620.0,1619.0,11.0,6.0,92.0,83.0,-1.0
195,5.0,26.0,4.0,1,640.0,637.0,9.0,4.0,120.0,105.0,-3.0
196,6.0,7.0,2.0,0,811.0,809.0,13.0,5.0,112.0,111.0,-2.0
197,7.0,25.0,1.0,1,1255.0,1309.0,9.0,10.0,80.0,74.0,14.0
198,6.0,12.0,7.0,3,1400.0,1356.0,12.0,4.0,193.0,186.0,-4.0
199,6.0,6.0,1.0,8,1407.0,1358.0,31.0,4.0,108.0,103.0,-9.0
200,10.0,5.0,3.0,1,1435.0,1434.0,6.0,5.0,155.0,141.0,-1.0
201,3.0,18.0,5.0,8,1904.0,1858.0,18.0,7.0,91.0,86.0,-6.0
202,2.0,6.0,6.0,7,2129.0,2128.0,15.0,5.0,190.0,189.0,-1.0
204,1.0,7.0,4.0,2,1726.0,1722.0,10.0,5.0,109.0,95.0,-4.0
205,6.0,25.0,6.0,1,1930.0,1932.0,9.0,6.0,135.0,139.0,2.0
206,5.0,13.0,5.0,7,1107.0,1107.0,15.0,9.0,153.0,141.0,0.0
207,6.0,5.0,7.0,1,735.0,732.0,8.0,7.0,150.0,135.0,-3.0
208,11.0,9.0,3.0,6,1512.0,1509.0,12.0,5.0,180.0,146.0,-3.0
210,10.0,4.0,2.0,7,2030.0,2025.0,12.0,11.0,138.0,128.0,-5.0
211,5.0,7.0,6.0,5,1854.0,1850.0,9.0,11.0,166.0,142.0,-4.0
212,4.0,23.0,6.0,2,1000.0,954.0,15.0,8.0,113.0,96.0,-6.0
213,4.0,2.0,6.0,1,1725.0,1741.0,15.0,10.0,175.0,174.0,16.0
214,9.0,25.0,7.0,9,1200.0,1156.0,12.0,5.0,110.0,94.0,-4.0
217,5.0,23.0,1.0,0,1250.0,1240.0,15.0,10.0,66.0,65.0,-10.0
219,8.0,27.0,6.0,3,1038.0,1036.0,22.0,10.0,161.0,157.0,-2.0
220,10.0,11.0,2.0,0,1430.0,1431.0,24.0,4.0,140.0,139.0,1.0
221,11.0,20.0,7.0,4,1600.0,1613.0,10.0,6.0,96.0,83.0,13.0
223,2.0,25.0,4.0,7,1020.0,1014.0,18.0,7.0,143.0,141.0,-6.0
224,10.0,31.0,1.0,7,2205.0,2205.0,15.0,8.0,171.0,165.0,0.0
225,7.0,6.0,3.0,8,600.0,552.0,16.0,14.0,122.0,135.0,-8.0
227,8.0,3.0,3.0,0,1015.0,1013.0,11.0,3.0,125.0,114.0,-2.0
228,2.0,9.0,2.0,7,1900.0,1859.0,18.0,12.0,141.0,119.0,-1.0
229,12.0,13.0,2.0,3,1120.0,1113.0,17.0,9.0,153.0,160.0,-7.0
230,12.0,25.0,7.0,1,2150.0,2153.0,9.0,4.0,100.0,89.0,3.0
231,11.0,14.0,1.0,6,1736.0,1756.0,15.0,7.0,208.0,185.0,20.0
232,2.0,7.0,7.0,2,900.0,909.0,29.0,4.0,116.0,118.0,9.0
233,6.0,6.0,1.0,3,700.0,650.0,11.0,4.0,167.0,159.0,-10.0
234,9.0,2.0,5.0,2,850.0,855.0,13.0,9.0,103.0,95.0,5.0
237,5.0,18.0,3.0,11,1520.0,1522.0,17.0,10.0,139.0,150.0,2.0
238,11.0,5.0,6.0,6,1732.0,1715.0,23.0,8.0,122.0,120.0,-17.0
239,5.0,20.0,5.0,11,700.0,649.0,12.0,7.0,165.0,151.0,-11.0
240,12.0,1.0,4.0,1,750.0,746.0,11.0,4.0,95.0,88.0,-4.0
241,11.0,5.0,6.0,0,1953.0,1944.0,12.0,2.0,66.0,59.0,-9.0
242,12.0,14.0,3.0,2,1206.0,1205.0,16.0,5.0,83.0,79.0,-1.0
243,12.0,14.0,3.0,7,610.0,602.0,15.0,14.0,232.0,226.0,-8.0
244,10.0,22.0,6.0,10,2014.0,2008.0,7.0,8.0,51.0,49.0,-6.0
245,12.0,5.0,1.0,8,740.0,739.0,13.0,5.0,69.0,59.0,-1.0
246,12.0,5.0,1.0,8,609.0,600.0,27.0,8.0,111.0,103.0,-9.0
247,3.0,30.0,3.0,1,1420.0,1414.0,7.0,7.0,85.0,79.0,-6.0
248,10.0,11.0,2.0,7,1005.0,1004.0,12.0,11.0,150.0,146.0,-1.0
249,11.0,7.0,1.0,2,1826.0,1821.0,12.0,5.0,174.0,170.0,-5.0
250,12.0,27.0,2.0,7,2014.0,2007.0,17.0,4.0,193.0,178.0,-7.0
251,12.0,30.0,5.0,11,1115.0,1135.0,3.0,4.0,21.0,23.0,20.0
252,11.0,15.0,2.0,7,933.0,941.0,19.0,4.0,176.0,160.0,8.0
254,2.0,27.0,6.0,8,1212.0,1236.0,26.0,3.0,168.0,157.0,24.0
255,1.0,26.0,2.0,10,2040.0,2036.0,8.0,6.0,39.0,35.0,-4.0
256,12.0,26.0,1.0,8,1120.0,1117.0,23.0,6.0,123.0,114.0,-3.0
257,9.0,23.0,5.0,1,1015.0,1012.0,6.0,4.0,95.0,85.0,-3.0
258,11.0,10.0,4.0,2,1626.0,1624.0,16.0,8.0,136.0,117.0,-2.0
259,2.0,29.0,1.0,7,750.0,745.0,28.0,16.0,176.0,186.0,-5.0
260,12.0,20.0,2.0,2,725.0,736.0,13.0,6.0,149.0,132.0,11.0
264,8.0,28.0,7.0,7,625.0,615.0,12.0,9.0,197.0,193.0,-10.0
265,2.0,20.0,6.0,1,1435.0,1430.0,12.0,8.0,245.0,216.0,-5.0
266,11.0,7.0,1.0,2,1555.0,1550.0,15.0,10.0,92.0,103.0,-5.0
267,9.0,8.0,4.0,2,1638.0,1637.0,15.0,4.0,195.0,190.0,-1.0
268,11.0,26.0,6.0,1,1100.0,1057.0,11.0,7.0,145.0,133.0,-3.0
269,3.0,19.0,6.0,7,1650.0,1705.0,28.0,12.0,204.0,207.0,15.0
270,8.0,19.0,5.0,1,2150.0,2148.0,13.0,8.0,65.0,71.0,-2.0
271,7.0,22.0,5.0,2,700.0,655.0,17.0,7.0,124.0,119.0,-5.0
272,8.0,25.0,4.0,6,1420.0,1415.0,19.0,13.0,149.0,140.0,-5.0
273,3.0,22.0,2.0,6,2210.0,2208.0,19.0,5.0,135.0,128.0,-2.0
274,10.0,7.0,5.0,1,1655.0,1650.0,16.0,5.0,95.0,91.0,-5.0
275,8.0,29.0,1.0,5,737.0,755.0,16.0,5.0,93.0,78.0,18.0
276,5.0,18.0,3.0,0,2001.0,2008.0,14.0,3.0,131.0,114.0,7.0
280,1.0,8.0,5.0,2,1130.0,1128.0,19.0,5.0,69.0,65.0,-2.0
281,1.0,17.0,7.0,1,1410.0,1413.0,12.0,3.0,80.0,73.0,3.0
282,7.0,19.0,2.0,1,950.0,948.0,9.0,10.0,140.0,145.0,-2.0
283,7.0,9.0,6.0,8,1602.0,1557.0,18.0,5.0,80.0,75.0,-5.0
284,11.0,17.0,4.0,1,2030.0,2038.0,14.0,6.0,70.0,68.0,8.0
285,8.0,15.0,1.0,1,1255.0,1256.0,10.0,9.0,105.0,102.0,1.0
286,3.0,15.0,2.0,1,2230.0,2225.0,9.0,6.0,135.0,131.0,-5.0
287,3.0,30.0,3.0,0,1138.0,1131.0,12.0,14.0,159.0,152.0,-7.0
288,11.0,17.0,4.0,8,815.0,803.0,22.0,10.0,156.0,149.0,-12.0
289,10.0,24.0,1.0,10,1545.0,1543.0,12.0,5.0,41.0,40.0,-2.0
290,8.0,26.0,5.0,1,1500.0,1500.0,7.0,6.0,190.0,188.0,0.0
291,3.0,20.0,7.0,0,1413.0,1411.0,8.0,8.0,115.0,95.0,-2.0
292,5.0,7.0,6.0,2,1038.0,1028.0,10.0,6.0,96.0,99.0,-10.0
293,4.0,30.0,6.0,0,1625.0,1622.0,14.0,5.0,121.0,117.0,-3.0
294,7.0,19.0,2.0,10,1114.0,1111.0,15.0,5.0,47.0,48.0,-3.0
295,1.0,12.0,2.0,3,1009.0,1023.0,13.0,5.0,165.0,156.0,14.0
296,5.0,13.0,5.0,11,1855.0,1916.0,7.0,4.0,208.0,183.0,21.0
297,1.0,19.0,2.0,6,2114.0,2116.0,24.0,4.0,225.0,219.0,2.0
298,7.0,12.0,2.0,1,1120.0,1115.0,6.0,6.0,75.0,65.0,-5.0
299,11.0,11.0,5.0,8,601.0,551.0,17.0,3.0,54.0,55.0,-10.0
301,4.0,23.0,6.0,1,1705.0,1728.0,13.0,4.0,110.0,109.0,23.0
302,3.0,28.0,1.0,2,1545.0,1548.0,18.0,5.0,120.0,105.0,3.0
303,1.0,17.0,7.0,7,1500.0,1455.0,15.0,12.0,186.0,187.0,-5.0
305,1.0,27.0,3.0,7,1530.0,1524.0,11.0,9.0,93.0,88.0,-6.0
306,10.0,7.0,5.0,0,945.0,935.0,10.0,8.0,87.0,72.0,-10.0
307,4.0,1.0,5.0,3,1306.0,1317.0,12.0,3.0,76.0,59.0,11.0
310,4.0,12.0,2.0,3,715.0,711.0,17.0,4.0,102.0,102.0,-4.0
311,5.0,26.0,4.0,3,1340.0,1336.0,12.0,3.0,88.0,84.0,-4.0
312,5.0,17.0,2.0,8,1720.0,1714.0,14.0,8.0,78.0,75.0,-6.0
313,5.0,24.0,2.0,1,1500.0,1511.0,8.0,3.0,250.0,233.0,11.0
314,5.0,18.0,3.0,1,1210.0,1231.0,14.0,6.0,190.0,190.0,21.0
315,5.0,15.0,7.0,10,1452.0,1455.0,17.0,11.0,43.0,50.0,3.0
317,12.0,12.0,1.0,1,1130.0,1134.0,12.0,4.0,200.0,169.0,4.0
318,7.0,6.0,3.0,9,1155.0,1145.0,13.0,5.0,180.0,169.0,-10.0
319,12.0,31.0,6.0,8,1340.0,1356.0,17.0,5.0,100.0,93.0,16.0
322,3.0,31.0,4.0,1,840.0,841.0,22.0,5.0,140.0,148.0,1.0
323,10.0,21.0,5.0,6,1120.0,1117.0,13.0,4.0,138.0,134.0,-3.0
324,1.0,19.0,2.0,8,1255.0,1244.0,9.0,16.0,57.0,54.0,-11.0
325,11.0,14.0,1.0,5,1835.0,1828.0,11.0,16.0,189.0,196.0,-7.0
327,5.0,12.0,4.0,1,1355.0,1415.0,9.0,8.0,105.0,99.0,20.0
328,5.0,21.0,6.0,7,1515.0,1511.0,21.0,10.0,225.0,211.0,-4.0
329,2.0,10.0,3.0,1,1915.0,1912.0,13.0,5.0,175.0,162.0,-3.0
330,11.0,16.0,3.0,1,905.0,859.0,7.0,3.0,160.0,127.0,-6.0
331,3.0,27.0,7.0,6,923.0,909.0,10.0,3.0,259.0,240.0,-14.0
332,8.0,23.0,2.0,1,735.0,735.0,17.0,5.0,115.0,105.0,0.0
333,12.0,3.0,6.0,1,1100.0,1118.0,13.0,5.0,155.0,152.0,18.0
334,9.0,10.0,6.0,1,1805.0,1809.0,12.0,7.0,80.0,81.0,4.0
335,12.0,29.0,4.0,0,1151.0,1145.0,14.0,6.0,156.0,145.0,-6.0
336,10.0,26.0,3.0,1,1605.0,1603.0,10.0,7.0,110.0,99.0,-2.0
337,11.0,11.0,5.0,6,1121.0,1109.0,10.0,14.0,101.0,85.0,-12.0
338,1.0,8.0,5.0,3,2359.0,2355.0,15.0,7.0,221.0,206.0,-4.0
339,10.0,27.0,4.0,2,925.0,939.0,20.0,5.0,202.0,190.0,14.0
340,3.0,23.0,3.0,7,605.0,559.0,15.0,5.0,171.0,163.0,-6.0
341,1.0,29.0,5.0,2,2114.0,2110.0,20.0,6.0,110.0,110.0,-4.0
342,2.0,3.0,3.0,6,812.0,804.0,31.0,16.0,100.0,101.0,-8.0
343,8.0,5.0,5.0,3,1024.0,1015.0,15.0,4.0,138.0,125.0,-9.0
345,12.0,26.0,1.0,1,1025.0,1026.0,11.0,4.0,80.0,70.0,1.0
346,1.0,1.0,5.0,3,1620.0,1612.0,14.0,11.0,189.0,194.0,-8.0
347,8.0,11.0,4.0,2,1100.0,1058.0,20.0,7.0,114.0,110.0,-2.0
349,10.0,12.0,3.0,1,1940.0,1937.0,15.0,7.0,160.0,157.0,-3.0
350,1.0,6.0,3.0,2,2155.0,2144.0,19.0,5.0,116.0,102.0,-11.0
351,8.0,10.0,3.0,0,1730.0,1742.0,15.0,6.0,87.0,83.0,12.0
352,7.0,24.0,7.0,8,1544.0,1540.0,14.0,7.0,102.0,94.0,-4.0
353,11.0,17.0,4.0,2,1100.0,1059.0,8.0,6.0,133.0,122.0,-1.0
354,9.0,9.0,5.0,1,1430.0,1430.0,14.0,3.0,70.0,61.0,0.0
356,6.0,4.0,6.0,5,935.0,933.0,14.0,11.0,166.0,174.0,-2.0
359,2.0,2.0,2.0,1,620.0,616.0,10.0,5.0,85.0,73.0,-4.0
360,5.0,6.0,5.0,6,808.0,811.0,15.0,10.0,237.0,225.0,3.0
362,2.0,29.0,1.0,1,645.0,644.0,18.0,6.0,245.0,230.0,-1.0
363,5.0,14.0,6.0,7,1220.0,1214.0,13.0,7.0,169.0,157.0,-6.0
364,6.0,23.0,4.0,0,1345.0,1352.0,26.0,4.0,143.0,142.0,7.0
365,8.0,12.0,5.0,6,755.0,750.0,15.0,8.0,172.0,165.0,-5.0
366,1.0,6.0,3.0,0,700.0,704.0,21.0,5.0,92.0,82.0,4.0
368,7.0,4.0,1.0,3,1600.0,1547.0,13.0,4.0,81.0,75.0,-13.0
369,3.0,1.0,2.0,2,1035.0,1029.0,14.0,7.0,284.0,272.0,-6.0
